"person_id","name","total_years","seniority_level","skills_detected","skill_count"
"R_74",NA,NA,"Unknown","java, python, javascript, scala, groovy, go, php, perl, ruby, objective-c, r, bash, html, html5, css, css3, xml, json, ajax, rest, soap, angular, angularjs, node, jquery, backbone, ember, extjs, spring, spring mvc, hibernate, struts, jsf, ejb, jsp, servlet, mybatis, apache camel, django, sql, mysql, oracle, sql server, mongodb, cassandra, elasticsearch, db2, aws, ec2, s3, docker, jenkins, puppet, chef, git, github, junit, selenium, jest, maven, gradle, ant, hadoop, hive, pig, kafka, mapreduce, agile, scrum, soa, linux, unix, windows, solaris, aix, excel, android, ios, ssis, mule esb, jersey",81
"R_75",NA,13,"Lead","java, javascript, go, perl, r, html, less, ember, spring, sql, oracle, sql server, ant, storm, agile, scrum, waterfall, jira, ms office, excel, visio, ios, ssis, data warehouse, jersey",25
"R_76",NA,17,"Lead","go, r, less, ember, sql, oracle, sql server, ant, storm, tableau, cognos, agile, scrum, waterfall, linux, windows, jira, ms office, excel, visio, ios, etl, ssis",23
"R_77",NA,6,"Senior","go, r, html, rest, ember, sql, oracle, db2, ant, storm, cognos, agile, scrum, waterfall, ms office, excel, visio, ios, ssis",19
"R_78",NA,NA,"Unknown","java, javascript, scala, groovy, go, r, shell scripting, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, jsp, servlet, mybatis, apache camel, sql, mysql, oracle, sql server, mongodb, cassandra, elasticsearch, db2, aws, azure, ec2, s3, lambda, cloud foundry, docker, jenkins, git, github, svn, junit, jasmine, mockito, karma, maven, gradle, ant, grunt, kafka, agile, scrum, waterfall, tdd, microservices, soa, linux, unix, windows, jira, postman, soapui, splunk, ionic, soap ui, jersey",82
"R_79",NA,19,"Lead","java, javascript, c\+\+, groovy, go, php, r, shell scripting, powershell, html, html5, css, css3, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, ember, extjs, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, cassandra, db2, aws, s3, jenkins, git, svn, clearcase, junit, maven, gradle, ant, agile, scrum, microservices, soa, linux, unix, windows, ubuntu, mac os, jira, visio, splunk, ios, ssis, soap ui, jersey",73
"R_80",NA,17,"Lead","java, javascript, typescript, go, php, ruby, r, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, express, expressjs, jquery, backbone, ember, knockout, extjs, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, db2, aws, ec2, s3, lambda, docker, jenkins, git, svn, junit, selenium, cucumber, jasmine, mockito, protractor, karma, maven, gradle, ant, gulp, grunt, magento, agile, scrum, waterfall, ci/cd, tdd, microservices, soa, linux, unix, windows, red hat, solaris, jira, visio, ssis, soap ui, mule esb, jersey",88
"R_81",NA,NA,"Unknown","java, c\+\+, scala, go, perl, r, rest, node, ember, sql, oracle, redis, db2, clearcase, ant, agile, scrum, waterfall, devops, linux, unix, windows, solaris, aix, excel, ios",26
"R_82",NA,11,"Lead","java, python, javascript, c\+\+, scala, go, r, shell scripting, html, css, xml, json, ajax, rest, soap, angular, node, jquery, ember, spring, spring mvc, hibernate, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, hbase, db2, teradata, aws, ec2, s3, git, svn, junit, maven, gradle, ant, yarn, hadoop, spark, hive, pig, kafka, storm, hbase, mapreduce, yarn, sqoop, flume, tableau, agile, scrum, tdd, soa, linux, unix, windows, ubuntu, jira, confluence, excel, etl, talend",71
"R_83",NA,16,"Lead","java, python, javascript, c\+\+, scala, groovy, go, r, html, html5, css, css3, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, jquery, backbone, ember, dojo, spring, spring boot, spring mvc, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, postgresql, oracle, sql server, cassandra, db2, aws, ec2, s3, lambda, jenkins, chef, git, svn, clearcase, junit, selenium, jasmine, protractor, maven, ant, spark, hive, pig, kafka, scrum, bdd, soa, rest api, linux, unix, windows, solaris, excel, visio, splunk, data warehouse, soap ui",76
"R_84",NA,8,"Lead","java, c\+\+, go, perl, r, html, css, less, xml, rest, express, ember, sql, oracle, sql server, db2, git, ant, hive, storm, tableau, cognos, crystal reports, microstrategy, agile, scrum, waterfall, linux, unix, windows, jira, ms office, excel, visio, ios, etl, informatica, ssis, data warehouse, olap, oltp",41
"R_85",NA,11,"Lead","java, javascript, groovy, go, perl, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, angular, angularjs, node, express, jquery, ember, extjs, dojo, spring, spring boot, spring mvc, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, sql server, mongodb, db2, aws, ec2, s3, lambda, jenkins, git, svn, junit, mockito, maven, gradle, ant, pig, agile, tdd, microservices, soa, rest api, linux, unix, windows, jira, soapui, soap ui",65
"R_86",NA,6,"Senior","java, python, javascript, c\+\+, scala, groovy, go, php, perl, ruby, r, shell scripting, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, angular, angularjs, node, nodejs, express, jquery, backbone, ember, polymer, extjs, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, django, symfony, sql, mysql, oracle, sql server, mongodb, cassandra, redis, hbase, neo4j, db2, teradata, aws, azure, ec2, s3, lambda, cloud foundry, docker, kubernetes, jenkins, git, github, svn, bitbucket, junit, selenium, cucumber, mocha, jasmine, mockito, protractor, maven, ant, hadoop, spark, hive, pig, kafka, hbase, sqoop, flume, drupal, agile, scrum, devops, ci/cd, microservices, soa, rest api, linux, unix, windows, ubuntu, debian, mac os, jira, visio, machine learning, informatica, ssis, data warehouse, soap ui, jersey",112
"R_87",NA,12,"Lead","java, python, javascript, c\+\+, scala, groovy, go, perl, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, ember, extjs, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, sql server, mongodb, cassandra, hbase, db2, teradata, aws, azure, google cloud, ec2, s3, lambda, cloud foundry, jenkins, ansible, chef, git, svn, clearcase, junit, testng, selenium, mockito, maven, gradle, ant, hadoop, spark, kafka, hbase, jasper reports, agile, scrum, waterfall, devops, tdd, microservices, soa, rest api, linux, unix, windows, solaris, jira, excel, visio, soapui, nagios, ios, informatica, ssis, soap ui, apache cxf, jersey",100
"R_88",NA,8,"Lead","go, perl, r, rest, soap, ember, sql, mysql, oracle, git, selenium, ant, storm, ssrs, agile, scrum, waterfall, soa, windows, jira, ms office, excel, visio, soapui, ios, etl, informatica, ssis, data warehouse, soap ui",30
"R_89",NA,9,"Lead","scala, go, r, rest, ember, sql, ant, storm, scrum, waterfall, jira, ms office, excel, visio, ssis, jersey",16
"R_90",NA,15,"Lead","java, python, javascript, scala, go, php, perl, r, shell scripting, less, ember, sql, mysql, oracle, docker, ant, hive, agile, scrum, waterfall, linux, unix, solaris, jira, confluence, ms office, visio",27
"R_91",NA,12,"Lead","java, javascript, c\+\+, c#, scala, go, r, html, css, xml, json, ajax, rest, soap, angular, jquery, ember, spring, hibernate, struts, jsp, sql, mysql, oracle, aws, jenkins, junit, ant, hadoop, tableau, power bi, ssrs, crystal reports, aem, sitecore, agile, scrum, kanban, waterfall, tdd, soa, rest api, unix, jira, ms office, excel, visio, postman, ios, etl, informatica, ssis, olap, oltp, soap ui",55
"R_92",NA,NA,"Unknown","java, javascript, c\+\+, go, perl, r, html, html5, css, css3, xml, json, ajax, rest, soap, angular, node, jquery, backbone, ember, spring, spring boot, spring mvc, hibernate, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, db2, aws, s3, git, junit, mockito, maven, gradle, ant, agile, waterfall, soa, rest api, linux, unix, visio",49
"R_93",NA,7,"Senior","java, go, r, html, css, xml, rest, ember, sql, oracle, sql server, ant, storm, crystal reports, agile, scrum, waterfall, unix, jira, ms office, excel, visio, ios, ssis",24
"R_94",NA,16,"Lead","go, r, html, xml, ember, sql, oracle, sql server, clearcase, ant, storm, crystal reports, agile, scrum, waterfall, windows, ms office, excel, visio, ios, ssis, olap",22
"R_95",NA,8,"Lead","java, python, javascript, typescript, c\+\+, c#, scala, go, perl, swift, objective-c, r, powershell, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, angular, angularjs, node, express, jquery, backbone, ember, polymer, knockout, struts, jsp, servlet, django, sql, mysql, oracle, sql server, mongodb, aws, s3, jenkins, git, github, jasmine, protractor, karma, maven, ant, grunt, spark, hive, storm, tableau, agile, scrum, soa, windows, mac os, jira, ms office, android, ios, ionic, cordova",69
"R_96",NA,15,"Lead","java, scala, go, php, r, vb\.net, html, xml, rest, ember, sql, mysql, oracle, sql server, db2, teradata, aws, clearcase, ant, storm, tableau, agile, scrum, waterfall, tdd, linux, unix, windows, jira, ms office, excel, visio, ios, etl, informatica, ssis, data warehouse",37
"R_97",NA,10,"Lead","java, scala, go, perl, r, xml, rest, soap, ember, sql, oracle, sql server, db2, ant, soa, linux, solaris, excel, visio, ssis",20
"R_98",NA,9,"Lead","java, scala, go, r, html, html5, css, css3, xml, json, ajax, soap, jquery, ember, spring, spring mvc, hibernate, jsp, bottle, sql, mysql, oracle, sql server, db2, s3, git, junit, ant, tableau, power bi, ssrs, crystal reports, agile, scrum, waterfall, tdd, soa, linux, unix, windows, jira, confluence, ms office, excel, visio, soapui, ios, etl, informatica, ssis",50
"R_99",NA,9,"Lead","java, scala, go, r, html, html5, css, css3, xml, json, ajax, soap, jquery, ember, spring, spring mvc, hibernate, jsp, bottle, sql, mysql, oracle, sql server, db2, s3, git, junit, ant, tableau, power bi, ssrs, crystal reports, agile, scrum, waterfall, tdd, soa, linux, unix, windows, jira, confluence, ms office, excel, visio, soapui, ios, etl, informatica, ssis",50
"R_100",NA,7,"Senior","java, javascript, typescript, c\+\+, scala, go, perl, r, shell scripting, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, ember, spring, spring boot, spring mvc, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, db2, aws, ec2, s3, lambda, cloud foundry, docker, jenkins, git, github, svn, clearcase, junit, mockito, maven, ant, grunt, npm, hive, jasper reports, agile, scrum, waterfall, tdd, soa, linux, unix, windows, visio, postman",73
"R_101",NA,2,"Mid","java, javascript, c\+\+, groovy, go, perl, r, bash, shell scripting, html, html5, css, css3, less, xml, json, rest, soap, angular, angularjs, jquery, spring, spring mvc, hibernate, jpa, ejb, jsp, servlet, sql, mysql, oracle, sql server, s3, jenkins, git, clearcase, junit, selenium, mockito, maven, ant, aem, agile, scrum, waterfall, devops, tdd, soa, linux, unix, windows, solaris, jira, excel, soapui, ios, soap ui, jersey",58
"R_102",NA,7,"Senior","java, javascript, typescript, c\+\+, go, r, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, extjs, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, cassandra, dynamodb, db2, aws, ec2, s3, jenkins, git, svn, junit, testng, selenium, maven, ant, npm, hadoop, sqoop, agile, scrum, waterfall, ci/cd, tdd, microservices, soa, linux, unix, windows, jira, excel, visio, soapui",72
"R_103",NA,NA,"Unknown","java, python, javascript, scala, go, r, shell scripting, html, html5, css, css3, less, xml, json, ajax, rest, soap, angular, angularjs, node, express, jquery, ember, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, mybatis, apache camel, sql, mysql, oracle, sql server, cassandra, db2, aws, ec2, s3, lambda, cloud foundry, docker, jenkins, git, github, svn, junit, mockito, maven, gradle, ant, agile, scrum, waterfall, ci/cd, soa, linux, unix, windows, jira, postman, soapui, soap ui, apache cxf, jersey",72
"R_104",NA,14,"Lead","java, c\+\+, scala, go, perl, r, html, css, less, xml, rest, ember, spring, hibernate, sql, mysql, oracle, sql server, db2, teradata, aws, ec2, jenkins, puppet, chef, git, maven, ant, hadoop, ssrs, agile, scrum, waterfall, devops, linux, unix, windows, solaris, aix, jira, excel, visio, nagios, ios, informatica, ssis, data warehouse",47
"R_105",NA,8,"Lead","java, python, javascript, c\+\+, groovy, go, perl, r, matlab, html, html5, css, css3, xml, json, ajax, rest, soap, angular, angularjs, vue, vuejs, node, nodejs, jquery, extjs, dojo, spring, spring boot, spring mvc, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, elasticsearch, db2, aws, s3, jenkins, git, svn, clearcase, junit, mocha, maven, ant, gulp, kafka, storm, agile, scrum, microservices, soa, rest api, linux, unix, windows, mac os, solaris, jira, ms office, excel, visio, ios, ssis, soap ui, mule esb, apache cxf, jersey",78
"R_106",NA,7,"Senior","java, python, javascript, typescript, c\+\+, scala, go, perl, r, bash, html, html5, css, css3, xml, json, ajax, rest, soap, angular, angularjs, node, nodejs, express, jquery, backbone, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, dynamodb, elasticsearch, db2, aws, azure, ec2, s3, lambda, cloudfront, docker, kubernetes, jenkins, gitlab, ansible, puppet, chef, git, github, gitlab, svn, bitbucket, clearcase, junit, selenium, cucumber, mockito, maven, gradle, ant, hive, kafka, sqoop, ssrs, agile, scrum, tdd, microservices, soa, rest api, linux, unix, windows, jira, confluence, excel, visio, etl, informatica, ssis, jersey",93
"R_107",NA,109,"Lead","java, python, javascript, c\+\+, scala, groovy, go, perl, r, shell scripting, html, html5, css, css3, less, xml, json, ajax, rest, soap, angular, angularjs, node, express, jquery, backbone, spring, spring boot, hibernate, jpa, struts, jsf, ejb, jsp, servlet, mybatis, sql, mysql, oracle, sql server, mongodb, cassandra, db2, aws, ec2, s3, docker, jenkins, ansible, git, svn, clearcase, junit, selenium, cucumber, jasmine, protractor, karma, maven, ant, grunt, spark, kafka, storm, jasper reports, wordpress, adobe experience manager, agile, scrum, waterfall, tdd, bdd, soa, linux, unix, windows, solaris, jira, ms office, excel, visio, splunk, ios, soap ui, apache cxf",85
"R_108",NA,4,"Mid","java, c\+\+, c#, scala, go, r, vb\.net, html, xml, jsp, sql, oracle, sql server, ant, storm, cognos, agile, scrum, waterfall, jira, ms office, excel, visio, ssis, data warehouse",25
"R_109",NA,9,"Lead","java, javascript, go, php, r, html, css, soap, angular, jquery, ember, laravel, symfony, zend, sql, mysql, ant, drupal, wordpress, joomla, magento, soa",22
"R_110",NA,17,"Lead","java, python, javascript, scala, go, perl, r, html, html5, css, css3, xml, json, ajax, rest, soap, react, angular, angularjs, node, jquery, backbone, polymer, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, sql server, mongodb, cassandra, couchdb, db2, aws, azure, ec2, s3, lambda, cloudfront, cloud foundry, docker, kubernetes, jenkins, bamboo, git, github, svn, clearcase, junit, selenium, mocha, jasmine, mockito, karma, maven, gradle, ant, grunt, ssrs, crystal reports, jasper reports, agile, scrum, waterfall, tdd, microservices, soa, linux, unix, windows, jira, excel, visio, soap ui",84
"R_111",NA,95,"Lead","java, javascript, scala, go, php, r, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, angular, node, express, jquery, backbone, ember, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, db2, aws, azure, s3, jenkins, git, github, svn, junit, testng, jasmine, mockito, protractor, karma, maven, gradle, ant, grunt, agile, scrum, waterfall, ci/cd, tdd, microservices, soa, linux, unix, windows, jira, confluence, excel, visio, soapui, etl, ssis, soap ui",77
"R_112",NA,95,"Lead","java, javascript, c\+\+, scala, groovy, kotlin, go, perl, r, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, angular, angularjs, node, nodejs, express, jquery, backbone, ember, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, hbase, db2, aws, azure, ec2, s3, lambda, cloud foundry, openshift, docker, kubernetes, jenkins, ansible, puppet, git, github, svn, junit, selenium, cucumber, jasmine, mockito, protractor, karma, maven, gradle, ant, grunt, kafka, hbase, aem, agile, scrum, waterfall, ci/cd, tdd, microservices, soa, rest api, linux, unix, windows, jira, excel, visio, postman, soapui, splunk, etl, soap ui",96
"R_113",NA,11,"Lead","java, javascript, c#, scala, go, r, html, xml, rest, ember, sql, ant, agile, scrum, waterfall, windows, ms office, excel, ios",19
"R_114",NA,17,"Lead","java, javascript, c\+\+, c#, scala, go, r, html, css, xml, ajax, rest, soap, jquery, ember, sql, mysql, oracle, sql server, git, junit, ant, tableau, ssrs, microstrategy, sitecore, agile, scrum, waterfall, soa, windows, jira, ms office, excel, visio, soapui, ios, etl, informatica, ssis, data warehouse, soap ui",42
"R_115",NA,4,"Mid","go, r, html, less, ember, sql, oracle, sql server, db2, teradata, ant, tableau, crystal reports, agile, scrum, waterfall, unix, windows, jira, confluence, ms office, excel, visio, ios, ssis, olap",26
"R_116",NA,19,"Lead","java, javascript, c\+\+, scala, go, perl, r, shell scripting, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, extjs, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, flask, sql, mysql, oracle, sql server, mongodb, cassandra, db2, aws, ec2, s3, lambda, docker, jenkins, git, svn, clearcase, junit, testng, selenium, jasmine, mockito, karma, maven, gradle, ant, webpack, gulp, kafka, agile, scrum, devops, tdd, soa, rest api, linux, unix, windows, jira, excel, visio, postman, splunk, ios, soap ui, jersey",86
"R_117",NA,8,"Lead","scala, go, r, html, css, ember, sql, oracle, sql server, db2, ant, storm, cognos, ssrs, crystal reports, agile, scrum, waterfall, soa, windows, mac os, jira, ms office, excel, visio, ios, etl, informatica, ssis, data warehouse",30
"R_118",NA,10,"Lead","java, python, javascript, c\+\+, c#, scala, groovy, go, php, ruby, r, html, html5, css, css3, less, xml, json, ajax, rest, soap, websocket, angular, angularjs, node, express, jquery, backbone, ember, extjs, dojo, spring, spring mvc, hibernate, jpa, struts, jsf, ejb, jsp, servlet, django, flask, bottle, sql, mysql, postgresql, oracle, sql server, mongodb, cassandra, redis, elasticsearch, db2, aws, azure, ec2, s3, jenkins, puppet, chef, svn, clearcase, junit, selenium, mockito, maven, ant, hadoop, spark, hive, kafka, sqoop, cognos, ssrs, jasper reports, pentaho, drupal, wordpress, agile, scrum, waterfall, tdd, soa, rest api, linux, unix, windows, ubuntu, centos, solaris, jira, splunk, informatica, ssis, soap ui, apache cxf",96
"R_119",NA,13,"Lead","java, scala, go, r, less, ember, oracle, aws, azure, ant, agile, scrum, unix, windows, jira, ms office, excel, visio, ios",19
"R_120",NA,6,"Senior","java, javascript, c\+\+, go, r, shell scripting, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, ember, meteor, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, sql server, cassandra, elasticsearch, db2, aws, azure, ec2, s3, cloud foundry, docker, jenkins, git, github, svn, junit, selenium, mocha, jasmine, mockito, protractor, karma, maven, gradle, ant, webpack, gulp, grunt, npm, kafka, agile, scrum, waterfall, microservices, soa, rest api, linux, unix, windows, jira, visio, splunk, soap ui, apache cxf, jersey",87
"R_121",NA,20,"Lead","java, javascript, go, r, html, angular, ember, servlet, aws, s3, docker, ant, cognos, agile, scrum, waterfall, jira, excel, visio, android, ios, ssis",22
"R_122",NA,17,"Lead","scala, go, perl, r, ember, sql, oracle, db2, aws, ec2, s3, ant, hive, linux, windows, excel, visio, splunk",18
"R_123",NA,NA,"Unknown","java, javascript, c\+\+, scala, groovy, go, r, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, knockout, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, aws, ec2, s3, cloud foundry, docker, jenkins, chef, git, github, svn, junit, selenium, maven, ant, spark, kafka, agile, scrum, tdd, soa, rest api, linux, unix, windows, jira, excel, visio, soapui, ios, etl, soap ui, jersey",76
"R_124",NA,11,"Lead","java, python, javascript, typescript, c\+\+, scala, groovy, go, perl, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, react, angular, angularjs, jquery, backbone, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, bottle, sql, mysql, oracle, sql server, mongodb, db2, aws, ec2, s3, cloud foundry, jenkins, git, svn, junit, testng, mockito, maven, ant, spark, kafka, agile, scrum, waterfall, tdd, microservices, soa, rest api, linux, unix, windows, jira, excel, visio, soap ui, mule esb, apache cxf, jersey",76
"R_125",NA,8,"Lead","java, javascript, c\+\+, scala, go, php, perl, r, html, css, xml, rest, jquery, ember, spring, spring mvc, servlet, sql, mysql, oracle, mongodb, db2, ant, drupal, wordpress, joomla, agile, scrum, unix, windows, mac os, solaris, jira, excel, visio, ios, ssis",37
"R_126",NA,2,"Mid","java, python, javascript, scala, go, r, html, html5, css, less, xml, json, rest, soap, ember, sql, mysql, oracle, sql server, dynamodb, hbase, aws, s3, jenkins, selenium, cucumber, maven, ant, storm, hbase, tableau, power bi, cognos, agile, scrum, waterfall, soa, linux, windows, jira, confluence, ms office, excel, visio, soapui, android, ios, etl, informatica, ssis, data warehouse, olap, oltp",53
"R_127",NA,17,"Lead","java, scala, go, r, less, rest, soap, ember, sql, oracle, db2, jenkins, git, github, selenium, maven, ant, storm, agile, scrum, waterfall, devops, soa, jira, ms office, excel, visio, soapui, splunk, ssis",30
"R_128",NA,12,"Lead","java, javascript, go, php, r, shell scripting, html, css, xml, json, ajax, rest, soap, angular, angularjs, jquery, ember, laravel, symfony, codeigniter, zend, cakephp, sql, mysql, postgresql, sqlite, aws, google cloud, git, github, svn, ant, drupal, wordpress, agile, scrum, soa, rest api, linux, unix, windows, mac os",42
"R_129",NA,15,"Lead","java, javascript, c\+\+, c#, scala, go, r, html, html5, css, less, xml, json, ajax, rest, soap, react, angular, jquery, backbone, ember, spring, spring boot, sql, oracle, sql server, mongodb, azure, cloud foundry, jenkins, git, selenium, ant, storm, tableau, agile, scrum, kanban, waterfall, ci/cd, soa, jira, ms office, visio, postman, soapui, splunk, informatica",48
"R_130",NA,13,"Lead","java, javascript, c\+\+, scala, groovy, go, perl, r, html, html5, css, css3, less, xml, json, ajax, rest, soap, angular, angularjs, node, nodejs, jquery, spring, spring boot, spring mvc, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, sql server, mongodb, cassandra, db2, aws, ec2, s3, lambda, cloud foundry, docker, jenkins, git, github, svn, junit, mockito, maven, ant, kafka, agile, scrum, waterfall, devops, tdd, microservices, soa, rest api, linux, unix, windows, ms office, excel, visio, postman, ssis, apache cxf, jersey",74
"R_131",NA,7,"Senior","java, javascript, typescript, c\+\+, scala, go, php, r, shell scripting, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, angular, angularjs, node, nodejs, express, jquery, backbone, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, db2, aws, ec2, s3, lambda, cloud foundry, docker, kubernetes, jenkins, puppet, bamboo, git, svn, junit, selenium, cucumber, mocha, jasmine, mockito, karma, maven, gradle, ant, gulp, grunt, npm, kafka, agile, scrum, waterfall, ci/cd, microservices, soa, linux, unix, windows, aix, excel, ios, soap ui, apache cxf, jersey",88
"R_132",NA,16,"Lead","java, python, javascript, scala, groovy, go, perl, r, html, css, xml, json, ajax, rest, soap, angular, angularjs, node, jquery, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, cassandra, db2, teradata, aws, ec2, s3, cloud foundry, docker, jenkins, git, svn, mercurial, junit, mockito, maven, ant, yarn, hadoop, spark, hive, pig, kafka, mapreduce, yarn, sqoop, flume, agile, scrum, waterfall, microservices, soa, linux, unix, windows, jira, excel, visio, postman, splunk, ssis, data warehouse, soap ui, jersey",78
"R_133",NA,7,"Senior","java, c\+\+, go, r, html, css, xml, json, rest, soap, ember, spring, bottle, sql, oracle, sql server, ant, storm, tableau, agile, scrum, kanban, waterfall, soa, linux, windows, mac os, jira, confluence, ms office, visio, postman, android, ios, ssis, soap ui",36
"R_134",NA,3,"Mid","java, javascript, c\+\+, go, r, html, css, xml, sql, oracle, sql server, ant, tableau, agile, scrum, waterfall, linux, unix, windows, jira, ms office, excel, visio, ios, etl, informatica, ssis, jersey",28
"R_135",NA,8,"Lead","java, python, javascript, go, php, perl, ruby, r, powershell, html, html5, css, css3, less, xml, json, ajax, rest, soap, angular, angularjs, node, jquery, backbone, ember, extjs, dojo, spring, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, django, sql, mysql, oracle, sql server, mongodb, db2, azure, ec2, s3, jenkins, git, svn, mercurial, clearcase, junit, selenium, maven, ant, cognos, jasper reports, drupal, wordpress, agile, scrum, tdd, soa, linux, unix, windows, solaris, aix, jira, confluence, excel, visio, android, ssis, soap ui, apache cxf, jersey",78
"R_136",NA,11,"Lead","java, go, r, html, xml, ember, ejb, jsp, servlet, sql, oracle, sql server, junit, ant, agile, scrum, waterfall, windows, jira, confluence, ms office, excel, visio, ios",24
"R_137",NA,NA,"Unknown","java, javascript, typescript, c\+\+, scala, groovy, go, r, shell scripting, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, angular, angularjs, node, nodejs, express, jquery, ember, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, mybatis, apache camel, sql, mysql, oracle, mongodb, cassandra, redis, db2, aws, ec2, s3, lambda, cloud foundry, docker, kubernetes, jenkins, chef, git, svn, clearcase, junit, selenium, cucumber, mockito, maven, gradle, ant, webpack, spark, pig, kafka, storm, jasper reports, agile, scrum, waterfall, devops, soa, linux, unix, windows, jira, visio, soapui, informatica, soap ui, apache cxf, jersey",88
"R_138",NA,12,"Lead","java, python, javascript, c\+\+, go, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, react, angular, node, jquery, backbone, ember, polymer, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, neo4j, db2, aws, s3, lambda, heroku, jenkins, gitlab, git, github, gitlab, svn, clearcase, junit, testng, jasmine, mockito, maven, gradle, ant, npm, spark, kafka, jasper reports, agile, scrum, microservices, soa, linux, unix, windows, jira, soapui, apache cxf, jersey",76
"R_139",NA,19,"Lead","java, python, javascript, c\+\+, c#, scala, go, php, r, vb\.net, html, html5, css, css3, less, xml, angular, node, jquery, ember, spring, hibernate, jsp, servlet, sql, mysql, oracle, sql server, db2, aws, azure, s3, jenkins, git, github, selenium, ant, ssrs, agile, scrum, kanban, linux, jira, confluence, trello, excel, visio, android, ios, ssis",50
